Make,Model,Fuel,kmpl
Mercedes,Automatic transmission (2011 Mercedes-Benz E-Class Coupe),Gasoline,8.077736
Chevrolet,Manual transmission (2010 Chevrolet Corvette Coupe),Gasoline,8.928024
Chevrolet,Automatic transmission (2010 Chevrolet Corvette Coupe),Gasoline,8.502880000000001
Mercedes,Automatic transmission (2010 Mercedes-Benz E-Class Sedan),Gasoline,8.715452
Mercedes,Automatic transmission (2010 Mercedes-Benz E-Class Sedan),Gasoline,8.077736
Mercedes,Automatic transmission (2010 Mercedes-Benz E-Class Sedan),Gasoline,8.502880000000001
Mercedes,Automatic transmission (2010 Mercedes-Benz E-Class Sedan),Gasoline,9.353168
AMG,Automatic transmission (2010 Mercedes-Benz E-Class Sedan),Gasoline,7.014876
BMW Motorrad,Manual transmission (2010 BMW 3 Series Coup),Gasoline,9.778312
BMW,Automatic transmission (2010 BMW 3 Series Coup),Gasoline,8.928024
BMW Motorrad,Manual transmission (2010 BMW 3 Series Coup),Gasoline,8.928024
BMW,Automatic transmission (2010 BMW 3 Series Coup),Gasoline,9.140596
BMW,Manual transmission (2010 BMW 3 Series Coup),Gasoline,9.140596
BMW Motorrad,Automatic transmission (2010 BMW 3 Series Coup),Gasoline,9.778312
BMW Motorrad,Automatic transmission (2010 BMW 3 Series Coup),Gasoline,8.928024
BMW,Manual transmission (2010 BMW 3 Series Coup),Gasoline,8.715452
Chevrolet,Manual transmission (2012 Chevrolet Corvette ZR1),Gasoline,7.4400200000000005
Chevrolet,Manual transmission (2011 Chevrolet Corvette ZR1),Gasoline,7.227448000000001
Chevrolet,Manual transmission (2010 Chevrolet Corvette ZR1),Gasoline,7.227448000000001
Nissan,Manual transmission (2011 Nissan Sentra),Gasoline,10.416028
Nissan,Manual transmission (2011 Nissan Sentra),Gasoline,11.691460000000001
Chevrolet,Manual transmission (2012 Chevrolet Corvette Grand Sport Coupe),Gasoline,8.928024
Chevrolet,Automatic transmission (2012 Chevrolet Corvette Grand Sport Coupe),Gasoline,8.502880000000001
BMW,Automatic transmission (2011 BMW 3 Series Coup),Gasoline,9.56574
BMW Motorrad,Automatic transmission (2011 BMW 3 Series Coup),Gasoline,9.778312
BMW Motorrad,Manual transmission (2011 BMW 3 Series Coup),Gasoline,8.928024
BMW,Automatic transmission (2011 BMW 3 Series Coup),Gasoline,9.990884000000001
BMW Motorrad,Manual transmission (2011 BMW 3 Series Coup),Gasoline,9.778312
BMW Motorrad,Automatic transmission (2011 BMW 3 Series Coup),Gasoline,9.140596
BMW,Manual transmission (2011 BMW 3 Series Coup),Gasoline,9.353168
BMW,Manual transmission (2011 BMW 3 Series Coup),Gasoline,9.56574
BMW,Manual transmission (2011 BMW 3 Series Coup),Gasoline,9.990884000000001
Chevrolet,Manual transmission (2011 Chevrolet Corvette Grand Sport Coupe),Gasoline,8.928024
Chevrolet,Automatic transmission (2011 Chevrolet Corvette Grand Sport Coupe),Gasoline,8.502880000000001
Mercedes,Automatic transmission (2011 Mercedes-Benz E-Class Sedan),Gasoline,8.077736
Mercedes,Automatic transmission (2011 Mercedes-Benz E-Class Sedan),Gasoline,8.715452
AMG,Automatic transmission (2011 Mercedes-Benz E-Class Sedan),Gasoline,7.014876
Mercedes,Automatic transmission (2011 Mercedes-Benz E-Class Sedan),Diesel Fuel,11.691460000000001
Chevrolet,Manual transmission (2010 Chevrolet Corvette Grand Sport Coupe),Gasoline,8.928024
Chevrolet,Automatic transmission (2010 Chevrolet Corvette Grand Sport Coupe),Gasoline,8.502880000000001
Mercedes,Automatic transmission (2011 Mercedes-Benz E-Class Wagon),Gasoline,8.290308
Mercedes,Automatic transmission (2010 Mercedes-Benz G-Class),Gasoline,5.526872
Mercedes-AMG,Automatic transmission (2010 Mercedes-Benz G-Class),Gasoline,5.526872
Mercedes,Automatic transmission (2011 Mercedes-Benz G-Class),Gasoline,5.526872
Mercedes-AMG,Automatic transmission (2011 Mercedes-Benz G-Class),Gasoline,5.1017280000000005
Chevrolet,Manual transmission (2012 Chevrolet Corvette Grand Sport Convertible),Gasoline,8.928024
Chevrolet,Automatic transmission (2012 Chevrolet Corvette Grand Sport Convertible),Gasoline,8.502880000000001
Chevrolet,Manual transmission (2011 Chevrolet Corvette Grand Sport Convertible),Gasoline,8.928024
Chevrolet,Automatic transmission (2011 Chevrolet Corvette Grand Sport Convertible),Gasoline,8.502880000000001
Chevrolet,Manual transmission (2010 Chevrolet Corvette Grand Sport Convertible),Gasoline,8.928024
Chevrolet,Automatic transmission (2010 Chevrolet Corvette Grand Sport Convertible),Gasoline,8.502880000000001
Cadillac,Manual transmission (2010 Cadillac CTS Sport Sedan),Gasoline,8.928024
Cadillac,Automatic transmission (2011 Cadillac Escalade ESV),Gasoline,6.802304
Cadillac,Manual transmission (2010 Cadillac CTS Sport Sedan),Gasoline,8.715452
Mitsubishi,Manual transmission (2011 Mitsubishi Lancer Evolution),Gasoline,8.502880000000001
Mitsubishi,Manual transmission (2010 Mitsubishi Lancer Evolution),Gasoline,8.077736
Mitsubishi,Manual transmission (2011 Mitsubishi Lancer Sportback),Gasoline,11.904032
Mitsubishi,Manual transmission (2011 Mitsubishi Lancer Sportback),Gasoline,11.266316
Mitsubishi,Manual transmission (2010 Mitsubishi Lancer Sportback),Gasoline,9.990884000000001
Mitsubishi,Automatic transmission (2011 Mitsubishi Outlander),Gasoline,9.56574
Mitsubishi,Automatic transmission (2010 Mitsubishi Outlander),Gasoline,8.928024
Mitsubishi,Automatic transmission (2010 Mitsubishi Outlander),Gasoline,9.353168
Cadillac,Automatic transmission (2011 Cadillac CTS Coupe),Gasoline,9.56574
Cadillac,Manual transmission (2011 Cadillac CTS Coupe),Gasoline,8.715452
Toyota,Automatic transmission (2010 Toyota Sequoia),Gasoline,7.014876
Toyota,Automatic transmission (2010 Toyota Sequoia),Gasoline,6.589732000000001
Mitsubishi,Manual transmission (2011 Mitsubishi Outlander Sport),Gasoline,11.691460000000001
Cadillac,Automatic transmission (2011 Cadillac DTS),Gasoline,8.077736
Infiniti,Automatic transmission (2011 Infiniti EX),Gasoline,8.715452
BMW,Automatic transmission (2010 BMW 3 Series Sedan),Gasoline,9.140596
BMW,Automatic transmission (2010 BMW 3 Series Sedan),Gasoline,8.928024
BMW Motorrad,Manual transmission (2010 BMW 3 Series Sedan),Gasoline,9.778312
BMW,Automatic transmission (2010 BMW 3 Series Sedan),Gasoline,12.541748
BMW Motorrad,Automatic transmission (2010 BMW 3 Series Sedan),Gasoline,8.928024
BMW,Manual transmission (2010 BMW 3 Series Sedan),Gasoline,8.715452
BMW Motorrad,Manual transmission (2010 BMW 3 Series Sedan),Gasoline,8.928024
BMW Motorrad,Automatic transmission (2010 BMW 3 Series Sedan),Gasoline,9.778312
BMW,Manual transmission (2010 BMW 3 Series Sedan),Gasoline,9.140596
Mercedes,Automatic transmission (2010 Mercedes-Benz GL-Class),Diesel Fuel,8.502880000000001
Mercedes-Benz,Automatic transmission (2010 Mercedes-Benz GL-Class),Gasoline,6.37716
Mercedes,Automatic transmission (2010 Mercedes-Benz GL-Class),Gasoline,6.164588
Nissan,Manual transmission (2010 Nissan Sentra),Gasoline,11.691460000000001
Nissan,Manual transmission (2010 Nissan Sentra),Gasoline,10.416028
Mercedes,Automatic transmission (2011 Mercedes-Benz GL-Class),Gasoline,6.164588
Mercedes-Benz,Automatic transmission (2011 Mercedes-Benz GL-Class),Gasoline,6.589732000000001
Mercedes,Automatic transmission (2011 Mercedes-Benz GL-Class),Diesel Fuel,8.077736
Nissan,Manual transmission (2011 Nissan Versa Hatchback),Gasoline,12.116604
Nissan,Automatic transmission (2011 Nissan Versa Hatchback),Gasoline,11.904032
Nissan,Automatic transmission (2010 Nissan Versa Hatchback),Gasoline,11.904032
Nissan,Manual transmission (2010 Nissan Versa Hatchback),Gasoline,12.116604
Mercedes,Automatic transmission (2010 Mercedes-Benz GLK-Class),Gasoline,8.077736
Mercedes,Automatic transmission (2010 Mercedes-Benz GLK-Class),Gasoline,7.865164
Mercedes,Automatic transmission (2011 Mercedes-Benz GLK-Class),Gasoline,7.865164
Mercedes,Automatic transmission (2011 Mercedes-Benz GLK-Class),Gasoline,8.290308
BMW,Automatic transmission (2011 BMW 3 Series Sedan),Gasoline,12.541748
BMW,Automatic transmission (2011 BMW 3 Series Sedan),Gasoline,9.56574
BMW Motorrad,Manual transmission (2011 BMW 3 Series Sedan),Gasoline,9.778312
BMW Motorrad,Automatic transmission (2011 BMW 3 Series Sedan),Gasoline,9.140596
BMW Motorrad,Manual transmission (2011 BMW 3 Series Sedan),Gasoline,8.928024
BMW Motorrad,Automatic transmission (2011 BMW 3 Series Sedan),Gasoline,9.778312
BMW,Automatic transmission (2011 BMW 3 Series Sedan),Gasoline,9.990884000000001
BMW,Manual transmission (2011 BMW 3 Series Sedan),Gasoline,9.56574
BMW,Manual transmission (2011 BMW 3 Series Sedan),Gasoline,9.990884000000001
Ford,Manual transmission (2012 Ford Escape),Gasoline,10.841172
Ford,Automatic transmission (2012 Ford Escape),Gasoline,10.416028
Ford,Automatic transmission (2012 Ford Escape),Gasoline,9.990884000000001
Ford,Automatic transmission (2012 Ford Escape),E85,7.014876
Ford,Automatic transmission (2012 Ford Escape),E85,6.37716
Ford,Manual transmission (2011 Ford Escape),Gasoline,10.841172
Ford,Automatic transmission (2011 Ford Escape),Gasoline,10.416028
Ford,Automatic transmission (2011 Ford Escape),Gasoline,10.203456000000001
Ford,Automatic transmission (2011 Ford Escape),Gasoline,9.353168
Ford,Automatic transmission (2011 Ford Escape),E85,6.37716
Mercedes,Automatic transmission (2010 Mercedes-Benz R-Class),Diesel Fuel,8.928024
Mercedes,Automatic transmission (2010 Mercedes-Benz R-Class),Gasoline,7.014876
Mercedes,Automatic transmission (2011 Mercedes-Benz R-Class),Diesel Fuel,8.928024
Mercedes,Automatic transmission (2011 Mercedes-Benz R-Class),Gasoline,7.227448000000001
Chevrolet,Manual transmission (2012 Chevrolet Cruze),Gasoline,12.966892000000001
Chevrolet,Automatic transmission (2012 Chevrolet Cruze),Gasoline,12.116604
Chevrolet,Manual transmission (2012 Chevrolet Cruze),Gasoline,13.604608
Chevrolet,Automatic transmission (2012 Chevrolet Cruze),Gasoline,13.604608
Chevrolet,Manual transmission (2012 Chevrolet Cruze),Gasoline,14.880040000000001
Chevrolet,Automatic transmission (2012 Chevrolet Cruze),Gasoline,13.81718
BMW Motorrad,Automatic transmission (2010 BMW 3 Series Sports Wagon),Gasoline,8.928024
BMW Motorrad,Manual transmission (2010 BMW 3 Series Sports Wagon),Gasoline,9.140596
BMW Motorrad,Manual transmission (2010 BMW 3 Series Sports Wagon),Gasoline,8.928024
BMW Motorrad,Automatic transmission (2010 BMW 3 Series Sports Wagon),Gasoline,9.56574
Chevrolet,Manual transmission (2011 Chevrolet Cruze),Gasoline,13.179464000000001
Chevrolet,Automatic transmission (2011 Chevrolet Cruze),Gasoline,12.116604
Chevrolet,Automatic transmission (2011 Chevrolet Cruze),Gasoline,12.75432
Chevrolet,Manual transmission (2011 Chevrolet Cruze),Gasoline,14.880040000000001
Chevrolet,Automatic transmission (2011 Chevrolet Cruze),Gasoline,13.392036000000001
Cadillac,Automatic transmission (2011 Cadillac SRX),Gasoline,9.140596
Cadillac,Automatic transmission (2011 Cadillac SRX),Gasoline,8.502880000000001
Ford,Manual transmission (2010 Ford Escape),Gasoline,10.6286
Ford,Automatic transmission (2010 Ford Escape),Gasoline,10.416028
Ford,Automatic transmission (2010 Ford Escape),Gasoline,10.203456000000001
Ford,Automatic transmission (2010 Ford Escape),Gasoline,9.353168
Ford,Automatic transmission (2010 Ford Escape),E85,6.37716
Nissan,Automatic transmission (2011 Nissan Versa Sedan),Gasoline,11.904032
Nissan,Manual transmission (2011 Nissan Versa Sedan),Gasoline,12.116604
Nissan,Manual transmission (2011 Nissan Versa Sedan),Gasoline,12.75432
Nissan,Automatic transmission (2011 Nissan Versa Sedan),Gasoline,12.329176
Cadillac,Automatic transmission (2011 Cadillac Escalade ESV),Gasoline,6.589732000000001
Cadillac,Automatic transmission (2011 Cadillac Escalade ESV),E85,5.3143
Cadillac,Automatic transmission (2011 Cadillac Escalade ESV),E85,4.676584
Nissan,Manual transmission (2010 Nissan Versa Sedan),Gasoline,12.116604
Nissan,Automatic transmission (2010 Nissan Versa Sedan),Gasoline,12.541748
Nissan,Automatic transmission (2010 Nissan Versa Sedan),Gasoline,11.904032
Nissan,Manual transmission (2010 Nissan Versa Sedan),Gasoline,12.75432
BMW Motorrad,Manual transmission (2011 BMW 3 Series Sports Wagon),Gasoline,9.140596
BMW Motorrad,Automatic transmission (2011 BMW 3 Series Sports Wagon),Gasoline,9.56574
BMW Motorrad,Manual transmission (2011 BMW 3 Series Sports Wagon),Gasoline,8.928024
BMW Motorrad,Automatic transmission (2011 BMW 3 Series Sports Wagon),Gasoline,9.140596
Cadillac,Automatic transmission (2010 Cadillac Escalade ESV),Gasoline,7.227448000000001
Cadillac,Automatic transmission (2010 Cadillac Escalade ESV),E85,5.3143
Cadillac,Automatic transmission (2010 Cadillac Escalade ESV),E85,5.526872
Cadillac,Automatic transmission (2010 Cadillac Escalade ESV),Gasoline,7.014876
Cadillac,Automatic transmission (2011 Cadillac Escalade Hybrid),Gasoline,9.140596
Dodge,Automatic transmission (2011 Dodge Avenger),Gasoline,10.841172
Dodge,Automatic transmission (2011 Dodge Avenger),Gasoline,10.203456000000001
Honda,Automatic transmission (2011 Honda CR-V),Gasoline,10.416028
Honda,Automatic transmission (2011 Honda CR-V),Gasoline,10.203456000000001
Dodge,Automatic transmission (2010 Dodge Avenger),Gasoline,10.841172
Honda,Automatic transmission (2010 Honda CR-V),Gasoline,10.416028
Honda,Automatic transmission (2010 Honda CR-V),Gasoline,10.203456000000001
Cadillac,Automatic transmission (2010 Cadillac Escalade Hybrid),Gasoline,9.140596
Cadillac,Automatic transmission (2010 Cadillac DTS),Gasoline,8.077736
Cadillac,Automatic transmission (2010 Cadillac DTS),Gasoline,7.865164
Honda,Automatic transmission (2011 Honda Element),Gasoline,9.56574
Honda,Automatic transmission (2011 Honda Element),Gasoline,9.140596
Cadillac,Automatic transmission (2010 Cadillac SRX),Gasoline,9.140596
Cadillac,Automatic transmission (2010 Cadillac SRX),Gasoline,8.502880000000001
Cadillac,Automatic transmission (2010 Cadillac SRX),Gasoline,7.865164
Cadillac,Automatic transmission (2011 Cadillac Escalade),E85,5.3143
Cadillac,Automatic transmission (2011 Cadillac Escalade),E85,5.1017280000000005
Cadillac,Automatic transmission (2011 Cadillac Escalade),Gasoline,6.589732000000001
Nissan,Manual transmission (2011 Nissan Xterra),Gasoline,7.652592
Nissan,Automatic transmission (2011 Nissan Xterra),Gasoline,8.077736
Nissan,Automatic transmission (2011 Nissan Xterra),Gasoline,7.4400200000000005
Nissan,Automatic transmission (2010 Nissan Xterra),Gasoline,7.4400200000000005
Nissan,Automatic transmission (2010 Nissan Xterra),Gasoline,7.652592
Nissan,Manual transmission (2010 Nissan Xterra),Gasoline,7.652592
Nissan,Manual transmission (2012 Nissan Altima Coupe),Gasoline,11.478888000000001
Nissan,Manual transmission (2012 Nissan Altima Coupe),Gasoline,9.56574
BMW,Manual transmission (2010 BMW 5 Series Sedan),Gasoline,8.715452
BMW Motorrad,Automatic transmission (2010 BMW 5 Series Sedan),Gasoline,9.56574
BMW,Automatic transmission (2010 BMW 5 Series Sedan),Gasoline,8.077736
BMW Motorrad,Manual transmission (2010 BMW 5 Series Sedan),Gasoline,9.778312
BMW,Automatic transmission (2010 BMW 5 Series Sedan),Gasoline,8.928024
BMW Motorrad,Automatic transmission (2010 BMW 5 Series Sedan),Gasoline,8.928024
BMW,Manual transmission (2010 BMW 5 Series Sedan),Gasoline,7.865164
BMW Motorrad,Manual transmission (2010 BMW 5 Series Sedan),Gasoline,8.928024
BMW,Automatic transmission (2010 BMW 5 Series Sedan),Gasoline,9.140596
BMW,Manual transmission (2010 BMW 5 Series Sedan),Gasoline,9.140596
Mercedes,Automatic transmission (2010 Mercedes-Benz M-Class),Gasoline,6.589732000000001
Mercedes,Automatic transmission (2010 Mercedes-Benz M-Class),Diesel Fuel,9.140596
Mercedes-AMG,Automatic transmission (2010 Mercedes-Benz M-Class),Gasoline,5.526872
Mercedes,Automatic transmission (2010 Mercedes-Benz M-Class),Gasoline,7.4400200000000005
Mercedes,Automatic transmission (2010 Mercedes-Benz M-Class),Gasoline,7.865164
Mercedes,Automatic transmission (2011 Mercedes-Benz M-Class),Gasoline,7.652592
Mercedes,Automatic transmission (2010 BMW 5 Series Sedan),Gasoline,8.928024
Mercedes,Automatic transmission (2011 Mercedes-Benz M-Class),Diesel Fuel,9.140596
Mercedes,Automatic transmission (2011 Mercedes-Benz M-Class),Gasoline,6.589732000000001
Nissan,Manual transmission (2012 Nissan Sentra),Gasoline,10.416028
Nissan,Manual transmission (2012 Nissan Sentra),Gasoline,11.691460000000001
Nissan,Automatic transmission (2012 Nissan Versa Hatchback),Gasoline,11.904032
Nissan,Manual transmission (2012 Nissan Versa Hatchback),Gasoline,12.116604
Toyota,Automatic transmission (2011 Toyota Sienna),Gasoline,9.140596
Toyota,Automatic transmission (2011 Toyota Sienna),Gasoline,8.928024
Toyota,Automatic transmission (2011 Toyota Sienna),Gasoline,8.077736
BMW,Manual transmission (2011 BMW 5 Series Sedan),Gasoline,7.865164
BMW,Automatic transmission (2011 BMW 5 Series Sedan),Gasoline,10.6286
BMW,Manual transmission (2011 BMW 5 Series Sedan),Gasoline,9.990884000000001
BMW,Automatic transmission (2011 BMW 5 Series Sedan),Gasoline,8.928024
Nissan,Manual transmission (2012 Nissan Versa Sedan),Gasoline,13.392036000000001
Mercedes,Automatic transmission (2011 Mercedes-Benz SL-Class),Gasoline,7.652592
AMG,Automatic transmission (2011 Mercedes-Benz SL-Class),Gasoline,6.589732000000001
Mercedes-AMG,Automatic transmission (2011 Mercedes-Benz SL-Class),Gasoline,6.37716
Mercedes,Manual transmission (2010 Mercedes-Benz SLK-Class),Gasoline,9.353168
Mercedes-Benz,Automatic transmission (2010 Mercedes-Benz SLK-Class),Gasoline,9.140596
Mercedes-AMG,Automatic transmission (2010 Mercedes-Benz SLK-Class),Gasoline,7.652592
Mercedes,Manual transmission (2011 Mercedes-Benz SLK-Class),Gasoline,9.140596
Mercedes-Benz,Automatic transmission (2011 Mercedes-Benz SLK-Class),Gasoline,9.353168
Mercedes,Automatic transmission (2010 Mercedes-Benz SLK-Class),Gasoline,9.56574
Lincoln,Automatic transmission (2011 Lincoln MKS),Gasoline,8.290308
Lincoln,Automatic transmission (2011 Lincoln MKS),Gasoline,8.928024
Lincoln,Automatic transmission (2011 Lincoln MKS),Gasoline,8.715452
Lincoln,Automatic transmission (2010 Lincoln MKS),Gasoline,8.715452
Lincoln,Automatic transmission (2010 Lincoln MKS),Gasoline,8.928024
Lincoln,Automatic transmission (2010 Lincoln MKS),Gasoline,8.290308
BMW,Automatic transmission (2010 BMW 5 Series Sports Wagon),Gasoline,8.502880000000001
BMW,Manual transmission (2010 BMW 5 Series Sports Wagon),Gasoline,8.290308
Mercedes,Automatic transmission (2011 Mercedes-Benz SLK-Class),Gasoline,9.56574
Lincoln,Automatic transmission (2011 Lincoln MKT),Gasoline,7.865164
Lincoln,Automatic transmission (2011 Lincoln MKT),Gasoline,8.077736
Lincoln,Automatic transmission (2011 Lincoln MKT),Gasoline,8.502880000000001
Lincoln,Automatic transmission (2010 Lincoln MKT),Gasoline,8.502880000000001
Lincoln,Automatic transmission (2010 Lincoln MKT),Gasoline,8.077736
Lincoln,Automatic transmission (2011 Lincoln MKX),Gasoline,9.56574
Lincoln,Automatic transmission (2011 Lincoln MKX),Gasoline,8.502880000000001
Lincoln,Automatic transmission (2010 Lincoln MKX),Gasoline,8.502880000000001
Lincoln,Automatic transmission (2010 Lincoln MKX),Gasoline,9.140596
Cadillac,Automatic transmission (2010 Cadillac Escalade),Gasoline,7.227448000000001
Cadillac,Automatic transmission (2010 Cadillac Escalade),E85,5.3143
Cadillac,Automatic transmission (2010 Cadillac Escalade),E85,5.526872
Cadillac,Automatic transmission (2010 Cadillac Escalade),Gasoline,7.014876
Lincoln,Automatic transmission (2011 Lincoln MKZ Sedan),Gasoline,9.56574
Lincoln,Automatic transmission (2011 Lincoln MKZ Sedan),Gasoline,8.715452
Lincoln,Automatic transmission (2010 Lincoln MKZ Sedan),Gasoline,8.715452
Lincoln,Automatic transmission (2010 Lincoln MKZ Sedan),Gasoline,8.290308
Mazda,Automatic transmission (2010 Mazda CX-9),Gasoline,8.077736
Mazda,Automatic transmission (2010 Mazda CX-9),Gasoline,7.652592
Toyota,Automatic transmission (2010 Toyota Sienna),Gasoline,8.502880000000001
Toyota,Automatic transmission (2010 Toyota Sienna),Gasoline,7.865164
Honda,Automatic transmission (2010 Honda Element),Gasoline,9.56574
Honda,Automatic transmission (2010 Honda Element),Gasoline,9.140596
Honda,Manual transmission (2010 Honda Element),Gasoline,8.715452
Mazda,Manual transmission (2011 Mazda Mazda2),Gasoline,13.604608
Mazda,Automatic transmission (2011 Mazda Mazda2),Gasoline,12.75432
Mazda,Manual transmission (2011 Mazda Mazda3 4-Door),Gasoline,12.329176
Mazda,Automatic transmission (2011 Mazda Mazda3 4-Door),Gasoline,12.116604
Mazda,Manual transmission (2011 Mazda Mazda3 4-Door),Gasoline,10.203456000000001
Mazda,Automatic transmission (2011 Mazda Mazda3 4-Door),Gasoline,10.841172
Mazda,Automatic transmission (2011 Mazda Mazda3 4-Door),Gasoline,10.416028
Mazda,Manual transmission (2011 Mazda Mazda3 5-Door),Gasoline,10.203456000000001
Mazda,Automatic transmission (2011 Mazda Mazda3 5-Door),Gasoline,10.841172
Ford,Automatic transmission (2012 Ford Explorer),Gasoline,9.140596
Ford,Automatic transmission (2012 Ford Explorer),Gasoline,10.203456000000001
Ford,Automatic transmission (2012 Ford Explorer),Gasoline,8.502880000000001
Mazda,Manual transmission (2010 Mazda Mazda3 5-Door),Gasoline,10.6286
Mazda,Automatic transmission (2010 Mazda Mazda3 5-Door),Gasoline,10.841172
Ford,Automatic transmission (2011 Ford Explorer),Gasoline,8.928024
Ford,Automatic transmission (2011 Ford Explorer),Gasoline,8.502880000000001
Mazda,Manual transmission (2010 Mazda Mazda3 4-Door),Gasoline,12.329176
Mazda,Automatic transmission (2010 Mazda Mazda3 4-Door),Gasoline,12.116604
Mazda,Manual transmission (2010 Mazda Mazda3 4-Door),Gasoline,10.6286
Mazda,Automatic transmission (2010 Mazda Mazda3 4-Door),Gasoline,10.841172
Mazda,Manual transmission (2011 Mazda Mazdaspeed3),Gasoline,9.140596
Mazda,Manual transmission (2010 Mazda Mazdaspeed3),Gasoline,9.140596
Ford,Automatic transmission (2010 Ford Explorer),Gasoline,7.227448000000001
Ford,Automatic transmission (2010 Ford Explorer),Gasoline,6.802304
Ford,Automatic transmission (2010 Ford Explorer),Gasoline,7.014876
Mazda,Manual transmission (2012 Mazda Mazda5),Gasoline,10.416028
Mazda,Automatic transmission (2012 Mazda Mazda5),Gasoline,10.416028
Mazda,Manual transmission (2010 Mazda Mazda5),Gasoline,10.6286
Mazda,Automatic transmission (2010 Mazda Mazda5),Gasoline,10.203456000000001
Honda,Automatic transmission (2011 Honda Pilot),Gasoline,8.502880000000001
Honda,Automatic transmission (2011 Honda Pilot),Gasoline,8.077736
Mazda,Manual transmission (2012 Mazda Mazda6),Gasoline,10.841172
Mazda,Automatic transmission (2012 Mazda Mazda6),Gasoline,11.266316
Mazda,Automatic transmission (2012 Mazda Mazda6),Gasoline,9.56574
Cadillac,Automatic transmission (2011 Cadillac CTS Sport Wagon),Gasoline,9.56574
Cadillac,Automatic transmission (2011 Cadillac CTS Sport Wagon),Gasoline,9.353168
Lincoln,Automatic transmission (2011 Lincoln Navigator),E85,4.676584
Lincoln,Automatic transmission (2011 Lincoln Navigator),Gasoline,6.589732000000001
Lincoln,Automatic transmission (2011 Lincoln Navigator),E85,5.3143
Lincoln,Automatic transmission (2011 Lincoln Navigator),Gasoline,7.227448000000001
Lincoln,Automatic transmission (2010 Lincoln Navigator),E85,4.676584
Lincoln,Automatic transmission (2010 Lincoln Navigator),Gasoline,7.227448000000001
Lincoln,Automatic transmission (2011 Lincoln Town Car),E85,6.164588
Lincoln,Automatic transmission (2010 Lincoln Town Car),Gasoline,8.502880000000001
Lincoln,Automatic transmission (2010 Lincoln Town Car),E85,6.164588
BMW,Automatic transmission (2010 BMW 5 Series Gran Turismo),Gasoline,9.990884000000001
BMW,Automatic transmission (2010 BMW 5 Series Gran Turismo),Gasoline,7.865164
Infiniti,Automatic transmission (2010 Infiniti FX),Gasoline,7.865164
Infiniti,Automatic transmission (2010 Infiniti FX),Gasoline,7.227448000000001
Cadillac,Automatic transmission (2010 Cadillac CTS Sport Wagon),Gasoline,9.56574
Cadillac,Automatic transmission (2010 Cadillac CTS Sport Wagon),Gasoline,9.353168
Infiniti,Automatic transmission (2011 Infiniti FX),Gasoline,8.290308
Infiniti,Automatic transmission (2011 Infiniti FX),Gasoline,7.865164
Infiniti,Automatic transmission (2011 Infiniti FX),Gasoline,7.227448000000001
Infiniti,Automatic transmission (2012 Infiniti M Hybrid),Gasoline,12.541748
Cadillac,Automatic transmission (2011 Cadillac STS),Gasoline,9.56574
Infiniti,Automatic transmission (2009 Infiniti M),Gasoline,8.928024
Dodge,Manual transmission (2011 Dodge Caliber),Gasoline,11.904032
Dodge,Manual transmission (2011 Dodge Caliber),Gasoline,11.053744
Dodge,Manual transmission (2010 Dodge Caliber),Gasoline,11.478888000000001
Dodge,Manual transmission (2010 Dodge Caliber),Gasoline,11.053744
BMW,Automatic transmission (2011 BMW 5 Series Gran Turismo),Gasoline,7.865164
BMW,Automatic transmission (2011 BMW 5 Series Gran Turismo),Gasoline,9.778312
BMW,Automatic transmission (2011 BMW 5 Series Gran Turismo),Gasoline,10.6286
Dodge,Automatic transmission (2011 Dodge Challenger),Gasoline,9.56574
Dodge,Manual transmission (2011 Dodge Challenger),Gasoline,8.290308
Dodge,Manual transmission (2011 Dodge Challenger),Gasoline,7.865164
BMW,Manual transmission (2010 BMW 6 Series Convertible),Gasoline,7.4400200000000005
Infiniti,Automatic transmission (2010 Infiniti M),Gasoline,8.928024
Infiniti,Automatic transmission (2010 Infiniti M),Gasoline,8.077736
Infiniti,Automatic transmission (2010 Infiniti M),Gasoline,7.865164
Infiniti,Automatic transmission (2010 Infiniti M),Gasoline,7.227448000000001
Dodge,Automatic transmission (2010 Dodge Challenger),Gasoline,8.928024
Dodge,Automatic transmission (2010 Dodge Challenger),Gasoline,6.802304
Dodge,Automatic transmission (2010 Dodge Challenger),Gasoline,8.715452
Infiniti,Automatic transmission (2011 Infiniti M),Gasoline,9.353168
Infiniti,Automatic transmission (2011 Infiniti M),Gasoline,8.715452
Infiniti,Automatic transmission (2011 Infiniti M),Gasoline,8.290308
Toyota,Automatic transmission (2011 Toyota Venza),Gasoline,10.203456000000001
Toyota,Automatic transmission (2011 Toyota Venza),Gasoline,9.56574
Toyota,Automatic transmission (2011 Toyota Venza),Gasoline,9.140596
Infiniti,Automatic transmission (2012 Infiniti M),Gasoline,9.353168
Infiniti,Automatic transmission (2012 Infiniti M),Gasoline,8.715452
Infiniti,Automatic transmission (2012 Infiniti M),Gasoline,8.502880000000001
Infiniti,Automatic transmission (2012 Infiniti M),Gasoline,8.290308
Cadillac,Automatic transmission (2010 Cadillac STS),Gasoline,9.56574
Cadillac,Automatic transmission (2010 Cadillac STS),Gasoline,8.290308
Cadillac,Automatic transmission (2010 Cadillac STS),Gasoline,7.865164
Ford,Automatic transmission (2011 Ford Expedition),E85,5.3143
Ford,Automatic transmission (2011 Ford Expedition),Gasoline,6.589732000000001
