Make,Model,Fuel,kmpl
Hyundai,Manual transmission (2011 Hyundai Elantra Touring),Gasoline,11.478888000000001
Hyundai,Automatic transmission (2011 Hyundai Elantra Touring),Gasoline,11.266316
Hyundai,Manual transmission (2010 Hyundai Elantra Touring),Gasoline,11.478888000000001
Hyundai,Automatic transmission (2010 Hyundai Elantra Touring),Gasoline,11.266316
Hyundai,Manual transmission (2009 Hyundai Elantra Touring),Gasoline,11.478888000000001
Hyundai,Automatic transmission (2009 Hyundai Elantra Touring),Gasoline,11.266316
Hyundai,Automatic transmission (2011 Hyundai Equus),Gasoline,8.502880000000001
Hyundai,Automatic transmission (2012 Hyundai Genesis Sedan),Gasoline,9.140596
Hyundai,Automatic transmission (2012 Hyundai Genesis Sedan),Gasoline,10.203456000000001
Kia,Manual transmission (2010 Kia Forte Koup),Gasoline,12.541748
Kia,Automatic transmission (2010 Kia Forte Koup),Gasoline,12.541748
Kia,Manual transmission (2010 Kia Forte Koup),Gasoline,11.478888000000001
Kia,Automatic transmission (2010 Kia Forte Koup),Gasoline,11.478888000000001
Kia,Manual transmission (2011 Kia Optima),Gasoline,12.541748
Kia,Automatic transmission (2011 Kia Optima),Gasoline,12.329176
Kia,Automatic transmission (2011 Kia Optima),Gasoline,11.904032
Honda,Manual transmission (2010 Honda Civic Coup),Gasoline,12.75432
Honda,Automatic transmission (2010 Honda Civic Coup),Gasoline,12.966892000000001
Honda,Manual transmission (2010 Honda Civic Coup),Gasoline,10.6286
Kia,Automatic transmission (2011 Kia Optima Hybrid),Gasoline,16.155472
Kia,Manual transmission (2010 Kia Optima),Gasoline,11.478888000000001
Kia,Automatic transmission (2010 Kia Optima),Gasoline,11.478888000000001
Kia,Automatic transmission (2010 Kia Optima),Gasoline,10.203456000000001
Kia,Manual transmission (2011 Kia Rio),Gasoline,13.179464000000001
Kia,Automatic transmission (2011 Kia Rio),Gasoline,13.392036000000001
Hyundai,Automatic transmission (2011 Hyundai Genesis Sedan),Gasoline,9.56574
Hyundai,Automatic transmission (2011 Hyundai Genesis Sedan),Gasoline,8.928024
Hyundai,Automatic transmission (2010 Hyundai Genesis Sedan),Gasoline,8.928024
Hyundai,Automatic transmission (2010 Hyundai Genesis Sedan),Gasoline,9.56574
Hyundai,Manual transmission (2012 Hyundai Genesis Coupe),Gasoline,10.841172
Hyundai,Manual transmission (2012 Hyundai Genesis Coupe),Gasoline,9.140596
Hyundai,Automatic transmission (2012 Hyundai Genesis Coupe),Gasoline,9.353168
Hyundai,Automatic transmission (2012 Hyundai Genesis Coupe),Gasoline,10.6286
Hyundai,Automatic transmission (2011 Hyundai Genesis Coupe),Gasoline,10.6286
Hyundai,Manual transmission (2011 Hyundai Genesis Coupe),Gasoline,10.841172
Hyundai,Automatic transmission (2011 Hyundai Genesis Coupe),Gasoline,9.353168
Hyundai,Manual transmission (2011 Hyundai Genesis Coupe),Gasoline,9.140596
Hyundai,Manual transmission (2010 Hyundai Genesis Coupe),Gasoline,10.841172
Hyundai,Automatic transmission (2010 Hyundai Genesis Coupe),Gasoline,9.353168
Hyundai,Automatic transmission (2010 Hyundai Genesis Coupe),Gasoline,10.6286
Hyundai,Manual transmission (2010 Hyundai Genesis Coupe),Gasoline,9.140596
AMG,Automatic transmission (2010 Mercedes-Benz C-Class),Gasoline,6.589732000000001
Volkswagen,Manual transmission (2010 Volkswagen GTI 2-Door),Gasoline,11.053744
Volkswagen,Manual transmission (2011 Volkswagen GTI 2-Door),Gasoline,11.053744
Ford,Manual transmission (2012 Ford Mustang Coup),Gasoline,10.203456000000001
Ford,Automatic transmission (2012 Ford Mustang Coup),Gasoline,10.6286
Ford,Manual transmission (2012 Ford Mustang Coup),Gasoline,9.140596
Ford,Automatic transmission (2012 Ford Mustang Coup),Gasoline,9.140596
Mercedes,Automatic transmission (2010 Mercedes-Benz C-Class),Gasoline,9.140596
Ford,Manual transmission (2012 Ford Mustang Convertible),Gasoline,10.416028
Ford,Automatic transmission (2012 Ford Mustang Convertible),Gasoline,10.416028
Ford,Automatic transmission (2012 Ford Mustang Convertible),Gasoline,9.140596
Ford,Manual transmission (2011 Ford Mustang Convertible),Gasoline,10.203456000000001
Ford,Automatic transmission (2011 Ford Mustang Convertible),Gasoline,10.416028
Ford,Manual transmission (2011 Ford Mustang Convertible),Gasoline,9.140596
Ford,Automatic transmission (2011 Ford Mustang Convertible),Gasoline,9.140596
Ford,Manual transmission (2011 Ford Mustang Coup),Gasoline,10.203456000000001
Ford,Automatic transmission (2011 Ford Mustang Coup),Gasoline,10.6286
Ford,Manual transmission (2011 Ford Mustang Coup),Gasoline,9.140596
Ford,Automatic transmission (2011 Ford Mustang Coup),Gasoline,9.140596
Mercedes,Manual transmission (2011 Mercedes-Benz C-Class),Gasoline,9.353168
AMG,Automatic transmission (2011 Mercedes-Benz C-Class),Gasoline,6.802304
Mercedes,Automatic transmission (2011 Mercedes-Benz C-Class),Gasoline,9.140596
Mercedes,Automatic transmission (2011 Mercedes-Benz C-Class),Gasoline,9.353168
Mercedes,Automatic transmission (2011 Mercedes-Benz C-Class),Gasoline,8.928024
Mercedes,Automatic transmission (2011 Mercedes-Benz C-Class),E85,6.802304
Kia,Automatic transmission (2011 Kia Rio5),Gasoline,13.392036000000001
Kia,Manual transmission (2010 Kia Rio5),Gasoline,13.179464000000001
Kia,Automatic transmission (2010 Kia Rio5),Gasoline,13.392036000000001
Volkswagen,Manual transmission (2011 Volkswagen GTI 4-Door),Gasoline,11.053744
Kia,Manual transmission (2010 Kia Rio),Gasoline,13.179464000000001
Kia,Automatic transmission (2010 Kia Rio),Gasoline,13.392036000000001
Kia,Manual transmission (2011 Kia Soul),Gasoline,12.116604
Kia,Manual transmission (2011 Kia Soul),Gasoline,11.478888000000001
Kia,Automatic transmission (2011 Kia Soul),Gasoline,11.478888000000001
Chevrolet,Manual transmission (2011 Chevrolet Camaro Coupe),Gasoline,9.56574
Chevrolet,Automatic transmission (2011 Chevrolet Camaro Coupe),Gasoline,10.416028
Chevrolet,Automatic transmission (2011 Chevrolet Camaro Coupe),Gasoline,9.990884000000001
Chevrolet,Manual transmission (2011 Chevrolet Camaro Coupe),Gasoline,8.502880000000001
Chevrolet,Automatic transmission (2011 Chevrolet Camaro Coupe),Gasoline,8.715452
Ford,Manual transmission (2010 Ford Mustang Coup),Gasoline,9.353168
Ford,Automatic transmission (2010 Ford Mustang Coup),Gasoline,8.502880000000001
Ford,Manual transmission (2010 Ford Mustang Coup),Gasoline,8.502880000000001
Kia,Manual transmission (2010 Kia Soul),Gasoline,12.116604
Kia,Manual transmission (2010 Kia Soul),Gasoline,11.478888000000001
Kia,Automatic transmission (2010 Kia Soul),Gasoline,11.478888000000001
Ford,Manual transmission (2010 Ford Mustang Convertible),Gasoline,9.353168
Ford,Automatic transmission (2010 Ford Mustang Convertible),Gasoline,8.502880000000001
Ford,Manual transmission (2010 Ford Mustang Convertible),Gasoline,8.502880000000001
Audi,Manual transmission (2010 Audi R8 Coupe),Gasoline,6.802304
Audi,Manual transmission (2010 Audi R8 Coupe),Gasoline,6.589732000000001
Kia,Automatic transmission (2012 Kia Sedona),Gasoline,9.140596
Ford,Manual transmission (2012 Ford Mustang Shelby GT500 Convertible),Gasoline,8.077736
Ford,Manual transmission (2012 Ford Mustang Shelby GT500 Coupe),Gasoline,8.077736
Ford,Manual transmission (2011 Ford Mustang Shelby GT500 Convertible),Gasoline,8.077736
Ford,Manual transmission (2011 Ford Shelby GT500 Coupe),Gasoline,8.077736
Ford,Manual transmission (2010 Ford Mustang Shelby GT500 Coupe),Gasoline,8.077736
Ford,Manual transmission (2010 Ford Mustang Shelby GT500 Convertible),Gasoline,7.652592
Kia,Automatic transmission (2011 Kia Sedona),Gasoline,9.140596
Kia,Automatic transmission (2010 Kia Sedona),Gasoline,8.502880000000001
Audi,Manual transmission (2011 Audi R8 Spyder),Gasoline,6.589732000000001
Volkswagen,Manual transmission (2010 Volkswagen GTI 4-Door),Gasoline,11.053744
Kia,Manual transmission (2012 Kia Sorento),Gasoline,9.990884000000001
Kia,Automatic transmission (2012 Kia Sorento),Gasoline,10.6286
Kia,Automatic transmission (2012 Kia Sorento),Gasoline,10.203456000000001
Kia,Automatic transmission (2012 Kia Sorento),Gasoline,9.778312
Kia,Automatic transmission (2012 Kia Sorento),Gasoline,8.928024
Kia,Automatic transmission (2012 Kia Sorento),Gasoline,11.478888000000001
Kia,Automatic transmission (2012 Kia Sorento),Gasoline,10.416028
Audi,Manual transmission (2012 Audi S4 Sedan),Gasoline,9.56574
Chevrolet,Manual transmission (2010 Chevrolet Camaro Coupe),Gasoline,9.778312
Chevrolet,Automatic transmission (2010 Chevrolet Camaro Coupe),Gasoline,9.990884000000001
Chevrolet,Manual transmission (2010 Chevrolet Camaro Coupe),Gasoline,8.502880000000001
Chevrolet,Automatic transmission (2010 Chevrolet Camaro Coupe),Gasoline,8.715452
Audi,Manual transmission (2011 Audi S4 Sedan),Gasoline,9.56574
Kia,Manual transmission (2011 Kia Sorento),Gasoline,9.990884000000001
Kia,Automatic transmission (2011 Kia Sorento),Gasoline,10.6286
Kia,Automatic transmission (2011 Kia Sorento),Gasoline,10.203456000000001
Kia,Automatic transmission (2011 Kia Sorento),Gasoline,9.778312
Kia,Automatic transmission (2011 Kia Sorento),Gasoline,8.928024
Kia,Manual transmission (2012 Kia Sportage),Gasoline,10.6286
Kia,Automatic transmission (2012 Kia Sportage),Gasoline,11.478888000000001
Kia,Automatic transmission (2012 Kia Sportage),Gasoline,10.416028
Kia,Automatic transmission (2012 Kia Sportage),Gasoline,10.841172
Kia,Automatic transmission (2012 Kia Sportage),Gasoline,9.990884000000001
Volkswagen,Manual transmission (2010 Volkswagen Golf 2-Door),Diesel Fuel,15.092612
Volkswagen,Manual transmission (2010 Volkswagen Golf 2-Door),Gasoline,11.053744
Volkswagen,Automatic transmission (2010 Volkswagen Golf 2-Door),Gasoline,11.266316
Kia,Manual transmission (2011 Kia Sportage),Gasoline,10.6286
Kia,Automatic transmission (2011 Kia Sportage),Gasoline,11.266316
Kia,Automatic transmission (2011 Kia Sportage),Gasoline,10.416028
Kia,Automatic transmission (2011 Kia Sportage),Gasoline,9.778312
Audi,Manual transmission (2010 Audi S4 Sedan),Gasoline,9.56574
Kia,Manual transmission (2010 Kia Sportage),Gasoline,9.56574
Kia,Automatic transmission (2010 Kia Sportage),Gasoline,9.56574
Kia,Manual transmission (2010 Kia Sportage),Gasoline,9.140596
Kia,Automatic transmission (2010 Kia Sportage),Gasoline,8.715452
Honda,Manual transmission (2010 Honda Civic Sedan),Gasoline,12.75432
Honda,Automatic transmission (2010 Honda Civic Sedan),Gasoline,12.966892000000001
Honda,Manual transmission (2010 Honda Civic Sedan),Gasoline,10.6286
Honda,Automatic transmission (2010 Honda Civic Sedan),Compressed Natural Gas,12.75432
Nissan,Automatic transmission (2011 Nissan Pathfinder),Gasoline,7.865164
Nissan,Automatic transmission (2011 Nissan Pathfinder),Gasoline,7.227448000000001
Nissan,Automatic transmission (2011 Nissan Pathfinder),Gasoline,6.589732000000001
Hyundai,Automatic transmission (2011 Hyundai Santa Fe),Gasoline,10.203456000000001
Hyundai,Automatic transmission (2011 Hyundai Santa Fe),Gasoline,9.778312
Hyundai,Automatic transmission (2011 Hyundai Santa Fe),Gasoline,9.56574
Hyundai,Manual transmission (2011 Hyundai Santa Fe),Gasoline,9.56574
Hyundai,Automatic transmission (2010 Hyundai Santa Fe),Gasoline,9.778312
Hyundai,Automatic transmission (2010 Hyundai Santa Fe),Gasoline,10.203456000000001
Hyundai,Manual transmission (2010 Hyundai Santa Fe),Gasoline,9.56574
Ford,Automatic transmission (2012 Ford Taurus),Gasoline,9.778312
Ford,Automatic transmission (2012 Ford Taurus),Gasoline,9.56574
Ford,Automatic transmission (2012 Ford Taurus),Gasoline,9.140596
Ford,Automatic transmission (2011 Ford Taurus),Gasoline,9.778312
Ford,Automatic transmission (2011 Ford Taurus),Gasoline,9.56574
Ford,Automatic transmission (2011 Ford Taurus),Gasoline,8.928024
Ford,Automatic transmission (2010 Ford Taurus),Gasoline,9.778312
Ford,Automatic transmission (2010 Ford Taurus),Gasoline,9.56574
Ford,Automatic transmission (2010 Ford Taurus),Gasoline,8.928024
Volkswagen,Automatic transmission (2010 Volkswagen Golf 4-Door),Gasoline,11.266316
Volkswagen,Manual transmission (2010 Volkswagen Golf 4-Door),Diesel Fuel,15.092612
Volkswagen,Manual transmission (2011 Volkswagen Golf 2-Door),Gasoline,11.904032
Volkswagen,Automatic transmission (2011 Volkswagen Golf 2-Door),Gasoline,11.691460000000001
Volkswagen,Manual transmission (2011 Volkswagen Golf 2-Door),Diesel Fuel,15.305184
Ford,Automatic transmission (2011 Ford Edge),Gasoline,9.56574
Ford,Automatic transmission (2011 Ford Edge),Gasoline,9.353168
Ford,Automatic transmission (2011 Ford Edge),Gasoline,9.140596
Ford,Automatic transmission (2011 Ford Edge),Gasoline,8.502880000000001
Volkswagen,Automatic transmission (2011 Volkswagen Golf 4-Door),Gasoline,11.691460000000001
Volkswagen,Manual transmission (2011 Volkswagen Golf 4-Door),Diesel Fuel,15.305184
Audi,Automatic transmission (2012 Audi S5 Coupe),Gasoline,8.502880000000001
Audi,Manual transmission (2012 Audi S5 Coupe),Gasoline,7.652592
Ford,Automatic transmission (2012 Ford Edge),Gasoline,9.778312
Ford,Automatic transmission (2012 Ford Edge),Gasoline,9.140596
Ford,Automatic transmission (2012 Ford Edge),Gasoline,9.56574
Ford,Automatic transmission (2012 Ford Edge),Gasoline,8.502880000000001
Ford,Automatic transmission (2010 Ford Edge),Gasoline,9.140596
Ford,Automatic transmission (2010 Ford Edge),Gasoline,8.502880000000001
Audi,Automatic transmission (2011 Audi S5 Coupe),Gasoline,8.502880000000001
Audi,Manual transmission (2011 Audi S5 Coupe),Gasoline,7.652592
Ford,Automatic transmission (2012 Ford Edge),Gasoline,10.841172
Audi,Automatic transmission (2010 Audi S5 Coupe),Gasoline,8.502880000000001
Audi,Manual transmission (2010 Audi S5 Coupe),Gasoline,7.652592
Audi,Automatic transmission (2011 Audi S6),Gasoline,7.4400200000000005
Audi,Automatic transmission (2010 Audi S6),Gasoline,7.014876
Honda,Manual transmission (2011 Honda Civic Sedan),Gasoline,12.75432
Honda,Automatic transmission (2011 Honda Civic Sedan),Gasoline,12.966892000000001
Honda,Manual transmission (2011 Honda Civic Sedan),Gasoline,10.6286
Honda,Automatic transmission (2011 Honda Civic Sedan),Compressed Natural Gas,12.75432
Chevrolet,Manual transmission (2012 Chevrolet Corvette Z06),Gasoline,8.290308
Chevrolet,Manual transmission (2011 Chevrolet Corvette Z06),Gasoline,8.290308
Chevrolet,Manual transmission (2010 Chevrolet Corvette Z06),Gasoline,8.290308
Chevrolet,Manual transmission (2012 Chevrolet Corvette Convertible),Gasoline,8.928024
Chevrolet,Automatic transmission (2012 Chevrolet Corvette Convertible),Gasoline,8.502880000000001
Nissan,Automatic transmission (2010 Nissan Pathfinder),Gasoline,7.227448000000001
Nissan,Automatic transmission (2010 Nissan Pathfinder),Gasoline,7.865164
Nissan,Automatic transmission (2010 Nissan Pathfinder),Gasoline,6.589732000000001
Volkswagen,Automatic transmission (2010  Volkswagen Routan),Gasoline,8.290308
Volkswagen,Automatic transmission (2010  Volkswagen Routan),Gasoline,8.928024
Nissan,Automatic transmission (2009 Nissan Pathfinder),Gasoline,7.865164
Nissan,Automatic transmission (2009 Nissan Pathfinder),Gasoline,7.227448000000001
Nissan,Automatic transmission (2009 Nissan Pathfinder),Gasoline,6.589732000000001
Volkswagen,Automatic transmission (2011 Volkswagen Routan),Gasoline,8.928024
Volkswagen,Manual transmission (2010 Volkswagen Tiguan),Gasoline,9.56574
Volkswagen,Automatic transmission (2010 Volkswagen Tiguan),Gasoline,8.928024
Hyundai,Manual transmission (2012 Hyundai Sonata),Gasoline,12.541748
Hyundai,Automatic transmission (2012 Hyundai Sonata),Gasoline,12.541748
Hyundai,Automatic transmission (2012 Hyundai Sonata),Gasoline,11.904032
Hyundai,Automatic transmission (2011 Hyundai Sonata),Gasoline,12.116604
Hyundai,Automatic transmission (2011 Hyundai Sonata),Gasoline,11.691460000000001
Hyundai,Manual transmission (2011 Hyundai Sonata),Gasoline,12.541748
Hyundai,Automatic transmission (2010 Hyundai Sonata),Gasoline,11.478888000000001
Hyundai,Manual transmission (2010 Hyundai Sonata),Gasoline,11.266316
Hyundai,Automatic transmission (2010 Hyundai Sonata),Gasoline,10.203456000000001
Honda,Manual transmission (2011 Honda CR-Z),Gasoline,14.454896000000002
Hyundai,Automatic transmission (2011 Hyundai Veracruz),Gasoline,8.290308
Hyundai,Automatic transmission (2011 Hyundai Veracruz),Gasoline,7.865164
Hyundai,Automatic transmission (2010 Hyundai Veracruz),Gasoline,8.077736
Hyundai,Automatic transmission (2010 Hyundai Veracruz),Gasoline,8.502880000000001
Honda,Manual transmission (2011 Honda Fit),Gasoline,12.75432
Honda,Automatic transmission (2011 Honda Fit),Gasoline,13.392036000000001
Honda,Automatic transmission (2011 Honda Fit),Gasoline,12.75432
Hyundai,Automatic transmission (2011 Hyundai Sonata Hybrid),Gasoline,15.942900000000002
Hyundai,Automatic transmission (2012 Hyundai Tucson),Gasoline,11.478888000000001
Hyundai,Automatic transmission (2012 Hyundai Tucson),Gasoline,10.416028
Hyundai,Manual transmission (2012 Hyundai Tucson),Gasoline,9.990884000000001
Mazda,Automatic transmission (2011 Mazda CX-7),Gasoline,10.203456000000001
Mazda,Automatic transmission (2011 Mazda CX-7),Gasoline,8.928024
Mazda,Automatic transmission (2011 Mazda CX-7),Gasoline,8.077736
Ford,Automatic transmission (2012 Ford Flex),Gasoline,8.715452
Ford,Automatic transmission (2012 Ford Flex),Gasoline,8.290308
Ford,Automatic transmission (2012 Ford Flex),Gasoline,8.077736
Honda,Manual transmission (2010 Honda Fit),Gasoline,12.75432
Honda,Automatic transmission (2010 Honda Fit),Gasoline,13.392036000000001
Honda,Automatic transmission (2010 Honda Fit),Gasoline,12.75432
Ford,Automatic transmission (2011 Ford Flex),Gasoline,8.715452
Ford,Automatic transmission (2011 Ford Flex),Gasoline,8.077736
Mazda,Automatic transmission (2010 Mazda CX-7),Gasoline,10.203456000000001
Mazda,Automatic transmission (2010 Mazda CX-7),Gasoline,9.140596
Mazda,Automatic transmission (2010 Mazda CX-7),Gasoline,8.502880000000001
Hyundai,Automatic transmission (2011 Hyundai Tucson),Gasoline,11.478888000000001
Hyundai,Automatic transmission (2011 Hyundai Tucson),Gasoline,11.266316
Hyundai,Automatic transmission (2011 Hyundai Tucson),Gasoline,10.416028
Hyundai,Manual transmission (2011 Hyundai Tucson),Gasoline,9.990884000000001
Audi,Manual transmission (2012 Audi R8 Spyder),Gasoline,6.589732000000001
Ford,Automatic transmission (2010 Ford Flex),Gasoline,8.715452
Ford,Automatic transmission (2010 Ford Flex),Gasoline,8.077736
Mazda,Automatic transmission (2011 Mazda CX-9),Gasoline,8.715452
Mazda,Automatic transmission (2011 Mazda CX-9),Gasoline,8.077736
Volkswagen,Manual transmission (2011 Volkswagen Tiguan),Gasoline,9.353168
Volkswagen,Automatic transmission (2011 Volkswagen Tiguan),Gasoline,9.56574
Volkswagen,Automatic transmission (2010 Volkswagen Touareg),Gasoline,7.014876
Volkswagen,Automatic transmission (2010 Volkswagen Touareg),Diesel Fuel,9.140596
Mercedes,Automatic transmission (2010 Mercedes-Benz CL-Class),Gasoline,7.4400200000000005
Mercedes-Benz,Automatic transmission (2010 Mercedes-Benz CL-Class),Gasoline,5.952016
AMG,Automatic transmission (2010 Mercedes-Benz CL-Class),Gasoline,6.164588
AMG,Automatic transmission (2010 Mercedes-Benz CL-Class),Gasoline,5.952016
BMW Motorrad,Manual transmission (2011 BMW 1 Series Convertible),Gasoline,9.778312
BMW Motorrad,Automatic transmission (2011 BMW 1 Series Convertible),Gasoline,9.56574
BMW,Manual transmission (2011 BMW 1 Series Convertible),Gasoline,9.990884000000001
Mercedes-Benz,Automatic transmission (2011 Mercedes-Benz CL-Class),Gasoline,6.37716
AMG,Automatic transmission (2011 Mercedes-Benz CL-Class),Gasoline,7.652592
Mercedes-Benz,Automatic transmission (2011 Mercedes-Benz CL-Class),Gasoline,8.077736
AMG,Automatic transmission (2011 Mercedes-Benz CL-Class),Gasoline,6.37716
BMW Motorrad,Automatic transmission (2010 BMW 1 Series Coupe),Gasoline,9.140596
BMW Motorrad,Manual transmission (2010 BMW 1 Series Coupe),Gasoline,9.140596
BMW Motorrad,Manual transmission (2010 BMW 1 Series Coupe),Gasoline,9.778312
BMW Motorrad,Automatic transmission (2010 BMW 1 Series Coupe),Gasoline,9.778312
Hyundai,Automatic transmission (2010 Hyundai Tucson),Gasoline,11.478888000000001
Hyundai,Manual transmission (2010 Hyundai Tucson),Gasoline,11.053744
Hyundai,Automatic transmission (2010 Hyundai Tucson),Gasoline,10.416028
BMW Motorrad,Manual transmission (2011 BMW 1 Series Coupe),Gasoline,10.203456000000001
BMW Motorrad,Automatic transmission (2011 BMW 1 Series Coupe),Gasoline,9.778312
BMW Motorrad,Manual transmission (2011 BMW 1 Series Coupe),Gasoline,9.778312
Mercedes,Automatic transmission (2010 Mercedes-Benz CLS-Class),Gasoline,7.4400200000000005
AMG,Automatic transmission (2010 Mercedes-Benz CLS-Class),Gasoline,6.37716
Chevrolet,Manual transmission (2011 Chevrolet Corvette Convertible),Gasoline,8.928024
Chevrolet,Automatic transmission (2011 Chevrolet Corvette Convertible),Gasoline,8.502880000000001
Mercedes-AMG,Automatic transmission (2011 Mercedes-Benz CLS-Class),Gasoline,6.37716
Chevrolet,Manual transmission (2010 Chevrolet Corvette Convertible),Gasoline,8.928024
Chevrolet,Automatic transmission (2010 Chevrolet Corvette Convertible),Gasoline,8.502880000000001
Mitsubishi,Automatic transmission (2012 Mitsubishi Eclipse Coupe),Gasoline,8.928024
Mitsubishi,Automatic transmission (2012 Mitsubishi Eclipse Coupe),Gasoline,10.203456000000001
Mitsubishi,Manual transmission (2012 Mitsubishi Eclipse Coupe),Gasoline,10.203456000000001
Mitsubishi,Automatic transmission (2011 Mitsubishi Eclipse Coupe),Gasoline,10.203456000000001
Mitsubishi,Manual transmission (2011 Mitsubishi Eclipse Coupe),Gasoline,10.203456000000001
Mitsubishi,Automatic transmission (2011 Mitsubishi Eclipse Coupe),Gasoline,8.928024
Mitsubishi,Automatic transmission (2010 Mitsubishi Eclipse Coupe),Gasoline,8.502880000000001
Mitsubishi,Manual transmission (2010 Mitsubishi Eclipse Coupe),Gasoline,10.203456000000001
Mitsubishi,Automatic transmission (2010 Mitsubishi Eclipse Coupe),Gasoline,9.990884000000001
Mitsubishi,Manual transmission (2010 Mitsubishi Eclipse Coupe),Gasoline,8.715452
Chevrolet,Manual transmission (2012 Chevrolet Corvette Coupe),Gasoline,8.928024
Chevrolet,Automatic transmission (2012 Chevrolet Corvette Coupe),Gasoline,8.502880000000001
Toyota,Automatic transmission (2010 Toyota RAV4),Gasoline,10.6286
Toyota,Automatic transmission (2010 Toyota RAV4),Gasoline,10.203456000000001
Toyota,Automatic transmission (2010 Toyota RAV4),Gasoline,9.778312
Toyota,Automatic transmission (2010 Toyota RAV4),Gasoline,9.56574
Mitsubishi,Automatic transmission (2012 Mitsubishi Eclipse Spyder),Gasoline,9.990884000000001
Mitsubishi,Automatic transmission (2012 Mitsubishi Eclipse Spyder),Gasoline,8.502880000000001
Chevrolet,Manual transmission (2011 Chevrolet Corvette Coupe),Gasoline,8.928024
Chevrolet,Automatic transmission (2011 Chevrolet Corvette Coupe),Gasoline,8.502880000000001
Mitsubishi,Automatic transmission (2011 Mitsubishi Eclipse Spyder),Gasoline,9.990884000000001
Mitsubishi,Automatic transmission (2011 Mitsubishi Eclipse Spyder),Gasoline,8.502880000000001
Mitsubishi,Automatic transmission (2010 Mitsubishi Eclipse Spyder),Gasoline,8.502880000000001
Mitsubishi,Automatic transmission (2010 Mitsubishi Eclipse Spyder),Gasoline,9.56574
Mitsubishi,Automatic transmission (2011 Mitsubishi Endeavor),Gasoline,7.652592
Mitsubishi,Automatic transmission (2011 Mitsubishi Endeavor),Gasoline,7.227448000000001
Mitsubishi,Automatic transmission (2010 Mitsubishi Endeavor),Gasoline,7.652592
Mitsubishi,Automatic transmission (2010 Mitsubishi Endeavor),Gasoline,7.227448000000001
Mitsubishi,Automatic transmission (2011 Mitsubishi Galant),Gasoline,10.841172
Mitsubishi,Automatic transmission (2010 Mitsubishi Galant),Gasoline,10.841172
Cadillac,Manual transmission (2011 Cadillac CTS-V Sedan),Gasoline,7.014876
Cadillac,Automatic transmission (2011 Cadillac CTS-V Sedan),Gasoline,6.37716
Mitsubishi,Manual transmission (2011 Mitsubishi Lancer),Gasoline,12.116604
Mitsubishi,Manual transmission (2011 Mitsubishi Lancer),Gasoline,11.266316
Mitsubishi,Manual transmission (2010 Mitsubishi Lancer),Gasoline,11.266316
Mitsubishi,Manual transmission (2010 Mitsubishi Lancer),Gasoline,10.203456000000001
Cadillac,Manual transmission (2010 Cadillac CTS-V Sedan),Gasoline,7.014876
Cadillac,Automatic transmission (2010 Cadillac CTS-V Sedan),Gasoline,6.37716
Cadillac,Automatic transmission (2011 Cadillac CTS-V Coupe),Gasoline,6.37716
Cadillac,Manual transmission (2011 Cadillac CTS-V Coupe),Gasoline,7.014876
Cadillac,Manual transmission (2011 Cadillac CTS-V Wagon),Gasoline,7.014876
Cadillac,Automatic transmission (2011 Cadillac CTS-V Wagon),Gasoline,6.37716
Cadillac,Manual transmission (2011 Cadillac CTS Sport Sedan),Gasoline,8.928024
Cadillac,Automatic transmission (2011 Cadillac CTS Sport Sedan),Gasoline,9.56574
Cadillac,Manual transmission (2011 Cadillac CTS Sport Sedan),Gasoline,8.715452
Cadillac,Automatic transmission (2010 Cadillac CTS Sport Sedan),Gasoline,9.56574
Toyota,Automatic transmission (2011 Toyota Sequoia),Gasoline,7.227448000000001
Toyota,Automatic transmission (2011 Toyota Sequoia),Gasoline,7.014876
Toyota,Automatic transmission (2011 Toyota Sequoia),Gasoline,6.589732000000001
Toyota,Automatic transmission (2011 Toyota Sequoia),Gasoline,6.164588
Toyota,Automatic transmission (2011 Toyota Sequoia),Gasoline,6.802304
BMW Motorrad,Manual transmission (2010 BMW 3 Series Convertible),Gasoline,9.140596
BMW,Automatic transmission (2010 BMW 3 Series Convertible),Gasoline,9.140596
BMW,Manual transmission (2010 BMW 3 Series Convertible),Gasoline,9.140596
BMW Motorrad,Automatic transmission (2010 BMW 3 Series Convertible),Gasoline,9.56574
Infiniti,Automatic transmission (2009 Infiniti EX),Gasoline,8.715452
Infiniti,Automatic transmission (2009 Infiniti EX),Gasoline,8.290308
Mercedes,Automatic transmission (2011 Mercedes-Benz E-Class Cabriolet),Gasoline,7.865164
Mercedes,Automatic transmission (2011 Mercedes-Benz E-Class Cabriolet),Gasoline,8.928024
BMW Motorrad,Manual transmission (2011 BMW 3 Series Convertible),Gasoline,9.140596
BMW,Automatic transmission (2011 BMW 3 Series Convertible),Gasoline,9.990884000000001
BMW Motorrad,Automatic transmission (2011 BMW 3 Series Convertible),Gasoline,9.56574
BMW,Manual transmission (2011 BMW 3 Series Convertible),Gasoline,9.353168
BMW,Manual transmission (2011 BMW 3 Series Convertible),Gasoline,9.990884000000001
Infiniti,Automatic transmission (2010 Infiniti EX),Gasoline,8.715452
Infiniti,Automatic transmission (2010 Infiniti EX),Gasoline,8.290308
Mercedes,Automatic transmission (2010 Mercedes-Benz E-Class Coupe),Gasoline,8.077736
Mercedes,Automatic transmission (2010 Mercedes-Benz E-Class Coupe),Gasoline,9.140596
Mercedes,Automatic transmission (2011 Mercedes-Benz E-Class Coupe),Gasoline,9.140596
